Team,Player,Week,Rank,Expected_Points,Actual_Points,Difference
Couv Reigning Champ,Dalvin Cook,10,11,258.49,156.5,-101.99
Couv Reigning Champ,D'Andre Swift,10,33,253.66,93.5,-160.16
Couv Reigning Champ,Michael Pittman Jr.,10,18,236.16,138.8,-97.36
Couv Reigning Champ,Jaylen Waddle,10,6,218.23,174.5,-43.73
Couv Reigning Champ,Kyler Murray,10,8,314,174.62,-139.38
Couv Reigning Champ,Chris Godwin,10,39,198.2,102,-96.2
Couv Reigning Champ,Christian Kirk,10,9,200.01,161.1,-38.91
Couv Reigning Champ,Tyler Higbee,10,9,130.34,91,-39.34
Couv Reigning Champ,Ryan Succop,10,7,130.21,88,-42.21
Couv Reigning Champ,Rachaad White,10,48,95.97,59.7,-36.27
Couv Reigning Champ,Rondale Moore,10,50,130.69,87.9,-42.79
Couv Reigning Champ,Gus Edwards,10,74,84.01,25.1,-58.91
Couv Reigning Champ,Joshua Palmer,10,30,150.93,113,-37.93
Couv Reigning Champ,Justin Fields,10,4,253.09,227.08,-26.01
Couv Reigning Champ,Seahawks D/ST,10,13,65.1,65,-0.1
Couv Reigning Champ,Dalton Schultz,10,23,176.66,60.9,-115.76
Couv Reigning Champ,Isiah Pacheco,10,58,66.3,46.9,-19.4
Gorilla Guys,Derrick Henry,10,2,264.47,203.06,-61.41
Gorilla Guys,Joe Mixon,10,7,258.91,180.9,-78.01
Gorilla Guys,Keenan Allen,10,121,237.62,26.1,-211.52
Gorilla Guys,Kyle Pitts,10,18,197.64,75.6,-122.04
Gorilla Guys,Diontae Johnson,10,42,218.19,100.9,-117.29
Gorilla Guys,Jalen Hurts,10,3,318.51,240.28,-78.23
Gorilla Guys,Amon-Ra St. Brown,10,15,208.86,140.8,-68.06
Gorilla Guys,JuJu Smith-Schuster,10,27,197.1,117.5,-79.6
Gorilla Guys,Tony Pollard,10,10,177.23,163.4,-13.83
Gorilla Guys,DeAndre Hopkins,10,37,150.41,105.7,-44.71
Gorilla Guys,Jamaal Williams,10,13,123.09,153.5,30.41
Gorilla Guys,Darrell Henderson Jr.,10,44,195.14,73.5,-121.64
Gorilla Guys,Tua Tagovailoa,10,14,271.03,160.1,-110.93
Gorilla Guys,Odell Beckham Jr.,10,0,0,0,0
Gorilla Guys,Clyde Edwards-Helaire,10,30,190.6,98.3,-92.3
Gorilla Guys,Cairo Santos,10,16,121.85,77,-44.85
Gorilla Guys,Buccaneers D/ST,10,9,124.63,72,-52.63
My Team  A Bust,Mark Andrews,10,2,235.05,133.8,-101.25
My Team  A Bust,Saquon Barkley,10,6,227.77,185.3,-42.47
My Team  A Bust,A.J. Brown,10,8,220.85,161.5,-59.35
My Team  A Bust,Lamar Jackson,10,6,316.41,211.68,-104.73
My Team  A Bust,AJ Dillon,10,38,168.75,80.6,-88.15
My Team  A Bust,Kenneth Walker III,10,18,126.57,129,2.43
My Team  A Bust,Dameon Pierce,10,17,183.65,137.5,-46.15
My Team  A Bust,D'Onta Foreman,10,42,68.17,77.5,9.33
My Team  A Bust,Cooper Kupp,10,5,312.91,201.4,-111.51
My Team  A Bust,Jason Myers,10,4,124.21,95,-29.21
My Team  A Bust,Khalil Herbert,10,26,108.93,106.5,-2.43
My Team  A Bust,Greg Dulcich,10,33,39.19,45.3,6.11
My Team  A Bust,Isaiah Likely,10,28,82.16,50.6,-31.56
My Team  A Bust,Daniel Jones,10,10,252.4,171.18,-81.22
My Team  A Bust,Titans D/ST,10,10,85.04,68,-17.04
My Team  A Bust,Darnell Mooney,10,41,212.18,101.5,-110.68
My Team  A Bust,Jets D/ST,10,4,70.84,91,20.16
No Nyugen Will Win,Najee Harris,10,20,265.48,124.96,-140.52
No Nyugen Will Win,Ja'Marr Chase,10,14,276.17,141.7,-134.47
No Nyugen Will Win,Ezekiel Elliott,10,32,214.2,95.2,-119
No Nyugen Will Win,Travis Etienne Jr.,10,16,205.01,138.7,-66.31
No Nyugen Will Win,T.J. Hockenson,10,3,168.03,121.4,-46.63
No Nyugen Will Win,Garrett Wilson,10,32,175.31,109.8,-65.51
No Nyugen Will Win,Chris Olave,10,11,174.45,145,-29.45
No Nyugen Will Win,James Robinson,10,35,151.13,87.6,-63.53
No Nyugen Will Win,Curtis Samuel,10,19,133.02,134.5,1.48
No Nyugen Will Win,Younghoe Koo,10,6,125.78,89,-36.78
No Nyugen Will Win,Brian Robinson Jr.,10,52,102.87,52.9,-49.97
No Nyugen Will Win,George Pickens,10,43,147.03,98.7,-48.33
No Nyugen Will Win,Geno Smith,10,7,148.82,182.76,33.94
No Nyugen Will Win,Jerry Jeudy,10,48,212.2,93,-119.2
No Nyugen Will Win,Kyren Williams,10,96,15.23,12.3,-2.93
No Nyugen Will Win,Terrace Marshall Jr.,10,78,35.07,55,19.93
No Nyugen Will Win,49ers D/ST,10,5,112.33,88,-24.33
Eugene Tweakers,Alvin Kamara,10,14,254.82,146.6,-108.22
Eugene Tweakers,CeeDee Lamb,10,7,252.45,164.3,-88.15
Eugene Tweakers,Tee Higgins,10,17,237.31,139.2,-98.11
Eugene Tweakers,Cam Akers,10,66,146.71,31.5,-115.21
Eugene Tweakers,Darren Waller,10,39,187.71,39.5,-148.21
Eugene Tweakers,Marquise Brown,10,33,211.78,109.5,-102.28
Eugene Tweakers,Tom Brady,10,18,306.83,153.4,-153.43
Eugene Tweakers,Adam Thielen,10,35,192.17,108.2,-83.97
Eugene Tweakers,Drake London,10,38,192.77,103.9,-88.87
Eugene Tweakers,Kadarius Toney,10,120,186.18,26.5,-159.68
Eugene Tweakers,Cowboys D/ST,10,2,106.49,109,2.51
Eugene Tweakers,Austin Ekeler,10,1,284.73,230.1,-54.63
Eugene Tweakers,Noah Fant,10,22,139.83,66.6,-73.23
Eugene Tweakers,Rex Burkhead,10,49,125.89,57.2,-68.69
Eugene Tweakers,Harrison Butker,10,29,145.15,47,-98.15
Eugene Tweakers,Colts D/ST,10,12,108.7,66,-42.7
Diggy Wit it,Christian McCaffrey,10,3,309.94,201.76,-108.18
Diggy Wit it,Stefon Diggs,10,1,258.25,227.3,-30.95
Diggy Wit it,Aaron Jones,10,8,242.56,172.6,-69.96
Diggy Wit it,Mike Williams,10,36,211.44,107,-104.44
Diggy Wit it,DJ Moore,10,28,234.57,114.1,-120.47
Diggy Wit it,Courtland Sutton,10,29,210.42,113.8,-96.62
Diggy Wit it,Allen Robinson II,10,52,201.07,84.9,-116.17
Diggy Wit it,Chase Edmonds,10,54,174.07,52.1,-121.97
Diggy Wit it,Daniel Carlson,10,4,139.12,95,-44.12
Diggy Wit it,Jameson Williams,10,0,92.61,0,-92.61
Diggy Wit it,Jeff Wilson Jr.,10,23,50.21,112.4,62.19
Diggy Wit it,Patriots D/ST,10,1,90.39,111,20.61
Diggy Wit it,Robert Tonyan,10,16,122.08,81.2,-40.88
Diggy Wit it,Eagles D/ST,10,3,121.78,99,-22.78
Diggy Wit it,Nyheim Hines,10,51,144.64,54.5,-90.14
Diggy Wit it,Jimmy Garoppolo,10,19,14.84,149.26,134.42
Diggy Wit it,Evan Engram,10,17,124.37,79.2,-45.17
P-Town CASH KEVIN,Jonathan Taylor,10,24,316.99,112,-204.99
P-Town CASH KEVIN,Tyreek Hill,10,2,246.45,222.3,-24.15
P-Town CASH KEVIN,Travis Kelce,10,1,227.3,223,-4.3
P-Town CASH KEVIN,Patrick Mahomes,10,1,352.02,262.4,-89.62
P-Town CASH KEVIN,Terry McLaurin,10,13,221.94,142.4,-79.54
P-Town CASH KEVIN,Kareem Hunt,10,31,182.53,95.5,-87.03
P-Town CASH KEVIN,DeVonta Smith,10,23,192.23,123.9,-68.33
P-Town CASH KEVIN,Rhamondre Stevenson,10,9,182.24,163.7,-18.54
P-Town CASH KEVIN,Chase Claypool,10,51,180.36,87.24,-93.12
P-Town CASH KEVIN,Pat Freiermuth,10,6,144.17,98.2,-45.97
P-Town CASH KEVIN,Packers D/ST,10,16,135.55,59,-76.55
P-Town CASH KEVIN,Brandon McManus,10,16,139.43,77,-62.43
P-Town CASH KEVIN,Breece Hall,10,22,210.66,115.1,-95.56
P-Town CASH KEVIN,Josh Reynolds,10,61,58.02,73.7,15.68
P-Town CASH KEVIN,Riley Patterson,10,22,126.77,65,-61.77
P-Town CASH KEVIN,Kenyan Drake,10,41,13.48,79.2,65.72
P-Town CASH KEVIN,Eno Benjamin,10,37,64.37,86.3,21.93
I dont know what im doing,Leonard Fournette,11,12,258.74,154.7,-104.04
I dont know what im doing,Davante Adams,11,3,253.59,216.4,-37.19
I dont know what im doing,Mike Evans,11,20,223.32,134.1,-89.22
I dont know what im doing,Brandin Cooks,11,49,215.1,91.6,-123.5
I dont know what im doing,Devin Singletary,11,21,188.72,119.8,-68.92
I dont know what im doing,Amari Cooper,11,10,198.97,159.8,-39.17
I dont know what im doing,Cordarrelle Patterson,11,34,167.88,92,-75.88
I dont know what im doing,Allen Lazard,11,25,172.56,120.9,-51.66
I dont know what im doing,Joe Burrow,11,5,294.45,226.2,-68.25
I dont know what im doing,Gerald Everett,11,15,127.63,82.4,-45.23
I dont know what im doing,Michael Carter,11,29,150.53,98.3,-52.23
I dont know what im doing,Saints D/ST,11,18,127.9,53,-74.9
I dont know what im doing,Tyler Bass,11,1,131.58,100,-31.58
I dont know what im doing,Melvin Gordon III,11,36,144.72,87.1,-57.62
I dont know what im doing,Jerick McKinnon,11,47,87.03,66.1,-20.93
I dont know what im doing,Tyler Conklin,11,12,86,86.2,0.2
Just-in-N-out Drive thru,Justin Jefferson,11,4,287.8,215.52,-72.28
Just-in-N-out Drive thru,Justin Herbert,11,11,328.04,165.2,-162.84
Just-in-N-out Drive thru,Nick Chubb,11,5,216.04,187.9,-28.14
Just-in-N-out Drive thru,George Kittle,11,7,169.59,97.4,-72.19
Just-in-N-out Drive thru,Josh Jacobs,11,4,210.51,194.1,-16.41
Just-in-N-out Drive thru,DK Metcalf,11,22,212.43,126.1,-86.33
Just-in-N-out Drive thru,Miles Sanders,11,19,184.65,128,-56.65
Just-in-N-out Drive thru,Nick Folk,11,7,141.25,88,-53.25
Just-in-N-out Drive thru,Brandon Aiyuk,11,16,184.92,139.4,-45.52
Just-in-N-out Drive thru,Bills D/ST,11,6,143.85,85,-58.85
Just-in-N-out Drive thru,Raheem Mostert,11,25,130.43,107.2,-23.23
Just-in-N-out Drive thru,David Njoku,11,14,131.43,82.9,-48.53
Just-in-N-out Drive thru,Marcus Mariota,11,9,141.19,172.32,31.13
Just-in-N-out Drive thru,Tyler Boyd,11,24,168.31,123.82,-44.49
Just-in-N-out Drive thru,Parris Campbell,11,34,99.2,108.9,9.7
Just-in-N-out Drive thru,Hayden Hurst,11,13,130.09,85.1,-44.99
Just-in-N-out Drive thru,Donovan Peoples-Jones,11,40,107.67,101.9,-5.77
Cougar Town Zach Wilson,Deebo Samuel,11,21,261.46,130,-131.46
Cougar Town Zach Wilson,Josh Allen,11,2,374.63,247.5,-127.13
Cougar Town Zach Wilson,James Conner,11,28,240.04,98.7,-141.34
Cougar Town Zach Wilson,David Montgomery,11,27,219.92,104.5,-115.42
Cougar Town Zach Wilson,Elijah Mitchell,11,84,197.42,19.8,-177.62
Cougar Town Zach Wilson,Gabe Davis,11,26,207.23,120.2,-87.03
Cougar Town Zach Wilson,Justin Tucker,11,3,144.4,97,-47.4
Cougar Town Zach Wilson,Dallas Goedert,11,5,150.33,113.4,-36.93
Cougar Town Zach Wilson,Damien Harris,11,43,174.55,75.2,-99.35
Cougar Town Zach Wilson,Dawson Knox,11,20,146.56,74,-72.56
Cougar Town Zach Wilson,Tyler Lockett,11,12,197.01,144,-53.01
Cougar Town Zach Wilson,Broncos D/ST,11,11,86.8,67,-19.8
Cougar Town Zach Wilson,Robert Woods,11,66,180.44,67.5,-112.94
Cougar Town Zach Wilson,Jakobi Meyers,11,31,173.92,111.8,-62.12
Cougar Town Zach Wilson,Antonio Gibson,11,15,181.26,139.8,-41.46
Cougar Town Zach Wilson,Dak Prescott,11,29,306.52,81.98,-224.54
Cougar Town Zach Wilson,Robbie Gould,11,20,130.48,70,-60.48
Couv Reigning Champ,Dalvin Cook,11,11,258.49,156.5,-101.99
Couv Reigning Champ,Michael Pittman Jr.,11,18,236.16,138.8,-97.36
Couv Reigning Champ,Jaylen Waddle,11,6,218.23,174.5,-43.73
Couv Reigning Champ,Kyler Murray,11,8,314,174.62,-139.38
Couv Reigning Champ,Chris Godwin,11,39,198.2,102,-96.2
Couv Reigning Champ,Christian Kirk,11,9,200.01,161.1,-38.91
Couv Reigning Champ,Rachaad White,11,48,95.97,59.7,-36.27
Couv Reigning Champ,Gus Edwards,11,74,84.01,25.1,-58.91
Couv Reigning Champ,Joshua Palmer,11,30,150.93,113,-37.93
Couv Reigning Champ,Dalton Schultz,11,23,176.66,60.9,-115.76
Couv Reigning Champ,Isiah Pacheco,11,58,66.3,46.9,-19.4
Couv Reigning Champ,Ravens D/ST,11,7,119.59,83,-36.59
Couv Reigning Champ,Marquise Brown,11,33,211.78,109.5,-102.28
Couv Reigning Champ,Alvin Kamara,11,14,254.82,146.6,-108.22
Couv Reigning Champ,Tom Brady,11,18,306.83,153.4,-153.43
Couv Reigning Champ,Daniel Jones,11,10,252.4,171.18,-81.22
Couv Reigning Champ,Joey Slye,11,19,126.99,72,-54.99
Gorilla Guys,Derrick Henry,11,2,264.47,203.06,-61.41
Gorilla Guys,Joe Mixon,11,7,258.91,180.9,-78.01
Gorilla Guys,Keenan Allen,11,121,237.62,26.1,-211.52
Gorilla Guys,Kyle Pitts,11,18,197.64,75.6,-122.04
Gorilla Guys,Diontae Johnson,11,42,218.19,100.9,-117.29
Gorilla Guys,Jalen Hurts,11,3,318.51,240.28,-78.23
Gorilla Guys,Amon-Ra St. Brown,11,15,208.86,140.8,-68.06
Gorilla Guys,JuJu Smith-Schuster,11,27,197.1,117.5,-79.6
Gorilla Guys,Tony Pollard,11,10,177.23,163.4,-13.83
Gorilla Guys,DeAndre Hopkins,11,37,150.41,105.7,-44.71
Gorilla Guys,Jamaal Williams,11,13,123.09,153.5,30.41
Gorilla Guys,Darrell Henderson Jr.,11,44,195.14,73.5,-121.64
Gorilla Guys,Tua Tagovailoa,11,14,271.03,160.1,-110.93
Gorilla Guys,Odell Beckham Jr.,11,0,0,0,0
Gorilla Guys,Cairo Santos,11,16,121.85,77,-44.85
Gorilla Guys,Buccaneers D/ST,11,9,124.63,72,-52.63
Gorilla Guys,Rams D/ST,11,20,82.21,50,-32.21
My Team  A Bust,Mark Andrews,11,2,235.05,133.8,-101.25
My Team  A Bust,Saquon Barkley,11,6,227.77,185.3,-42.47
My Team  A Bust,A.J. Brown,11,8,220.85,161.5,-59.35
My Team  A Bust,Lamar Jackson,11,6,316.41,211.68,-104.73
My Team  A Bust,AJ Dillon,11,38,168.75,80.6,-88.15
My Team  A Bust,Kenneth Walker III,11,18,126.57,129,2.43
My Team  A Bust,Dameon Pierce,11,17,183.65,137.5,-46.15
My Team  A Bust,D'Onta Foreman,11,42,68.17,77.5,9.33
My Team  A Bust,Cooper Kupp,11,5,312.91,201.4,-111.51
My Team  A Bust,Jason Myers,11,4,124.21,95,-29.21
My Team  A Bust,Isaiah Likely,11,28,82.16,50.6,-31.56
My Team  A Bust,Darnell Mooney,11,41,212.18,101.5,-110.68
My Team  A Bust,Jets D/ST,11,4,70.84,91,20.16
My Team  A Bust,Geno Smith,11,7,148.82,182.76,33.94
My Team  A Bust,Cowboys D/ST,11,2,106.49,109,2.51
My Team  A Bust,Brett Maher,11,2,129.42,99,-30.42
My Team  A Bust,Jerry Jeudy,11,48,212.2,93,-119.2
No Nyugen Will Win,Najee Harris,11,20,265.48,124.96,-140.52
No Nyugen Will Win,Ja'Marr Chase,11,14,276.17,141.7,-134.47
No Nyugen Will Win,Ezekiel Elliott,11,32,214.2,95.2,-119
No Nyugen Will Win,Travis Etienne Jr.,11,16,205.01,138.7,-66.31
No Nyugen Will Win,T.J. Hockenson,11,3,168.03,121.4,-46.63
No Nyugen Will Win,Garrett Wilson,11,32,175.31,109.8,-65.51
No Nyugen Will Win,Chris Olave,11,11,174.45,145,-29.45
No Nyugen Will Win,James Robinson,11,35,151.13,87.6,-63.53
No Nyugen Will Win,Curtis Samuel,11,19,133.02,134.5,1.48
No Nyugen Will Win,Younghoe Koo,11,6,125.78,89,-36.78
No Nyugen Will Win,Brian Robinson Jr.,11,52,102.87,52.9,-49.97
No Nyugen Will Win,George Pickens,11,43,147.03,98.7,-48.33
No Nyugen Will Win,Kyren Williams,11,96,15.23,12.3,-2.93
No Nyugen Will Win,49ers D/ST,11,5,112.33,88,-24.33
No Nyugen Will Win,Christian Watson,11,53,108.76,80.5,-28.26
No Nyugen Will Win,Aaron Rodgers,11,12,309.66,164.08,-145.58
Eugene Tweakers,CeeDee Lamb,11,7,252.45,164.3,-88.15
Eugene Tweakers,Tee Higgins,11,17,237.31,139.2,-98.11
Eugene Tweakers,Cam Akers,11,66,146.71,31.5,-115.21
Eugene Tweakers,Darren Waller,11,39,187.71,39.5,-148.21
Eugene Tweakers,Adam Thielen,11,35,192.17,108.2,-83.97
Eugene Tweakers,Drake London,11,38,192.77,103.9,-88.87
Eugene Tweakers,Kadarius Toney,11,120,186.18,26.5,-159.68
Eugene Tweakers,Austin Ekeler,11,1,284.73,230.1,-54.63
Eugene Tweakers,Noah Fant,11,22,139.83,66.6,-73.23
Eugene Tweakers,Harrison Butker,11,29,145.15,47,-98.15
Eugene Tweakers,Bengals D/ST,11,20,101.48,50,-51.48
Eugene Tweakers,Justin Fields,11,4,253.09,227.08,-26.01
Eugene Tweakers,Tyler Higbee,11,9,130.34,91,-39.34
Eugene Tweakers,D'Andre Swift,11,33,253.66,93.5,-160.16
Eugene Tweakers,Rondale Moore,11,50,130.69,87.9,-42.79
Diggy Wit it,Christian McCaffrey,11,3,309.94,201.76,-108.18
Diggy Wit it,Stefon Diggs,11,1,258.25,227.3,-30.95
Diggy Wit it,Aaron Jones,11,8,242.56,172.6,-69.96
Diggy Wit it,Mike Williams,11,36,211.44,107,-104.44
Diggy Wit it,DJ Moore,11,28,234.57,114.1,-120.47
Diggy Wit it,Courtland Sutton,11,29,210.42,113.8,-96.62
Diggy Wit it,Allen Robinson II,11,52,201.07,84.9,-116.17
Diggy Wit it,Chase Edmonds,11,54,174.07,52.1,-121.97
Diggy Wit it,Daniel Carlson,11,4,139.12,95,-44.12
Diggy Wit it,Jameson Williams,11,0,92.61,0,-92.61
Diggy Wit it,Jeff Wilson Jr.,11,23,50.21,112.4,62.19
Diggy Wit it,Patriots D/ST,11,1,90.39,111,20.61
Diggy Wit it,Robert Tonyan,11,16,122.08,81.2,-40.88
Diggy Wit it,Eagles D/ST,11,3,121.78,99,-22.78
Diggy Wit it,Nyheim Hines,11,51,144.64,54.5,-90.14
Diggy Wit it,Jimmy Garoppolo,11,19,14.84,149.26,134.42
Diggy Wit it,Cole Kmet,11,11,145.78,87.8,-57.98
P-Town CASH KEVIN,Jonathan Taylor,11,24,316.99,112,-204.99
P-Town CASH KEVIN,Tyreek Hill,11,2,246.45,222.3,-24.15
P-Town CASH KEVIN,Travis Kelce,11,1,227.3,223,-4.3
P-Town CASH KEVIN,Patrick Mahomes,11,1,352.02,262.4,-89.62
P-Town CASH KEVIN,Terry McLaurin,11,13,221.94,142.4,-79.54
P-Town CASH KEVIN,Kareem Hunt,11,31,182.53,95.5,-87.03
P-Town CASH KEVIN,DeVonta Smith,11,23,192.23,123.9,-68.33
P-Town CASH KEVIN,Rhamondre Stevenson,11,9,182.24,163.7,-18.54
P-Town CASH KEVIN,Chase Claypool,11,51,180.36,87.24,-93.12
P-Town CASH KEVIN,Pat Freiermuth,11,6,144.17,98.2,-45.97
P-Town CASH KEVIN,Packers D/ST,11,16,135.55,59,-76.55
P-Town CASH KEVIN,Brandon McManus,11,16,139.43,77,-62.43
P-Town CASH KEVIN,Breece Hall,11,22,210.66,115.1,-95.56
P-Town CASH KEVIN,Josh Reynolds,11,61,58.02,73.7,15.68
P-Town CASH KEVIN,Riley Patterson,11,22,126.77,65,-61.77
P-Town CASH KEVIN,Kenyan Drake,11,41,13.48,79.2,65.72
P-Town CASH KEVIN,Eno Benjamin,11,37,64.37,86.3,21.93
I dont know what im doing,Leonard Fournette,12,12,258.74,154.7,-104.04
I dont know what im doing,Davante Adams,12,3,253.59,216.4,-37.19
I dont know what im doing,Mike Evans,12,20,223.32,134.1,-89.22
I dont know what im doing,Brandin Cooks,12,49,215.1,91.6,-123.5
I dont know what im doing,Devin Singletary,12,21,188.72,119.8,-68.92
I dont know what im doing,Amari Cooper,12,10,198.97,159.8,-39.17
I dont know what im doing,Cordarrelle Patterson,12,34,167.88,92,-75.88
I dont know what im doing,Allen Lazard,12,25,172.56,120.9,-51.66
I dont know what im doing,Joe Burrow,12,5,294.45,226.2,-68.25
I dont know what im doing,Gerald Everett,12,15,127.63,82.4,-45.23
I dont know what im doing,Michael Carter,12,29,150.53,98.3,-52.23
I dont know what im doing,Saints D/ST,12,18,127.9,53,-74.9
I dont know what im doing,Tyler Bass,12,1,131.58,100,-31.58
I dont know what im doing,Melvin Gordon III,12,36,144.72,87.1,-57.62
I dont know what im doing,Jerick McKinnon,12,47,87.03,66.1,-20.93
I dont know what im doing,Tyler Conklin,12,12,86,86.2,0.2
Just-in-N-out Drive thru,Justin Jefferson,12,4,287.8,215.52,-72.28
Just-in-N-out Drive thru,Justin Herbert,12,11,328.04,165.2,-162.84
Just-in-N-out Drive thru,Nick Chubb,12,5,216.04,187.9,-28.14
Just-in-N-out Drive thru,George Kittle,12,7,169.59,97.4,-72.19
Just-in-N-out Drive thru,Josh Jacobs,12,4,210.51,194.1,-16.41
Just-in-N-out Drive thru,DK Metcalf,12,22,212.43,126.1,-86.33
Just-in-N-out Drive thru,Miles Sanders,12,19,184.65,128,-56.65
Just-in-N-out Drive thru,Nick Folk,12,7,141.25,88,-53.25
Just-in-N-out Drive thru,Brandon Aiyuk,12,16,184.92,139.4,-45.52
Just-in-N-out Drive thru,Bills D/ST,12,6,143.85,85,-58.85
Just-in-N-out Drive thru,Raheem Mostert,12,25,130.43,107.2,-23.23
Just-in-N-out Drive thru,David Njoku,12,14,131.43,82.9,-48.53
Just-in-N-out Drive thru,Marcus Mariota,12,9,141.19,172.32,31.13
Just-in-N-out Drive thru,Tyler Boyd,12,24,168.31,123.82,-44.49
Just-in-N-out Drive thru,Parris Campbell,12,34,99.2,108.9,9.7
Just-in-N-out Drive thru,Donovan Peoples-Jones,12,40,107.67,101.9,-5.77
Cougar Town Zach Wilson,Deebo Samuel,12,21,261.46,130,-131.46
Cougar Town Zach Wilson,Josh Allen,12,2,374.63,247.5,-127.13
Cougar Town Zach Wilson,James Conner,12,28,240.04,98.7,-141.34
Cougar Town Zach Wilson,David Montgomery,12,27,219.92,104.5,-115.42
Cougar Town Zach Wilson,Elijah Mitchell,12,84,197.42,19.8,-177.62
Cougar Town Zach Wilson,Gabe Davis,12,26,207.23,120.2,-87.03
Cougar Town Zach Wilson,Justin Tucker,12,3,144.4,97,-47.4
Cougar Town Zach Wilson,Dallas Goedert,12,5,150.33,113.4,-36.93
Cougar Town Zach Wilson,Damien Harris,12,43,174.55,75.2,-99.35
Cougar Town Zach Wilson,Dawson Knox,12,20,146.56,74,-72.56
Cougar Town Zach Wilson,Tyler Lockett,12,12,197.01,144,-53.01
Cougar Town Zach Wilson,Broncos D/ST,12,11,86.8,67,-19.8
Cougar Town Zach Wilson,Robert Woods,12,66,180.44,67.5,-112.94
Cougar Town Zach Wilson,Jakobi Meyers,12,31,173.92,111.8,-62.12
Cougar Town Zach Wilson,Antonio Gibson,12,15,181.26,139.8,-41.46
Cougar Town Zach Wilson,Dak Prescott,12,29,306.52,81.98,-224.54
Cougar Town Zach Wilson,Robbie Gould,12,20,130.48,70,-60.48
Couv Reigning Champ,Dalvin Cook,12,11,258.49,156.5,-101.99
Couv Reigning Champ,Michael Pittman Jr.,12,18,236.16,138.8,-97.36
Couv Reigning Champ,Jaylen Waddle,12,6,218.23,174.5,-43.73
Couv Reigning Champ,Kyler Murray,12,8,314,174.62,-139.38
Couv Reigning Champ,Chris Godwin,12,39,198.2,102,-96.2
Couv Reigning Champ,Christian Kirk,12,9,200.01,161.1,-38.91
Couv Reigning Champ,Rachaad White,12,48,95.97,59.7,-36.27
Couv Reigning Champ,Gus Edwards,12,74,84.01,25.1,-58.91
Couv Reigning Champ,Joshua Palmer,12,30,150.93,113,-37.93
Couv Reigning Champ,Dalton Schultz,12,23,176.66,60.9,-115.76
Couv Reigning Champ,Isiah Pacheco,12,58,66.3,46.9,-19.4
Couv Reigning Champ,Ravens D/ST,12,7,119.59,83,-36.59
Couv Reigning Champ,Marquise Brown,12,33,211.78,109.5,-102.28
Couv Reigning Champ,Alvin Kamara,12,14,254.82,146.6,-108.22
Couv Reigning Champ,Tom Brady,12,18,306.83,153.4,-153.43
Couv Reigning Champ,Daniel Jones,12,10,252.4,171.18,-81.22
Couv Reigning Champ,Joey Slye,12,19,126.99,72,-54.99
Gorilla Guys,Derrick Henry,12,2,264.47,203.06,-61.41
Gorilla Guys,Joe Mixon,12,7,258.91,180.9,-78.01
Gorilla Guys,Keenan Allen,12,121,237.62,26.1,-211.52
Gorilla Guys,Kyle Pitts,12,18,197.64,75.6,-122.04
Gorilla Guys,Diontae Johnson,12,42,218.19,100.9,-117.29
Gorilla Guys,Jalen Hurts,12,3,318.51,240.28,-78.23
Gorilla Guys,Amon-Ra St. Brown,12,15,208.86,140.8,-68.06
Gorilla Guys,JuJu Smith-Schuster,12,27,197.1,117.5,-79.6
Gorilla Guys,Tony Pollard,12,10,177.23,163.4,-13.83
Gorilla Guys,DeAndre Hopkins,12,37,150.41,105.7,-44.71
Gorilla Guys,Jamaal Williams,12,13,123.09,153.5,30.41
Gorilla Guys,Tua Tagovailoa,12,14,271.03,160.1,-110.93
Gorilla Guys,Odell Beckham Jr.,12,0,0,0,0
Gorilla Guys,Cairo Santos,12,16,121.85,77,-44.85
Gorilla Guys,Buccaneers D/ST,12,9,124.63,72,-52.63
My Team  A Bust,Mark Andrews,12,2,235.05,133.8,-101.25
My Team  A Bust,Saquon Barkley,12,6,227.77,185.3,-42.47
My Team  A Bust,A.J. Brown,12,8,220.85,161.5,-59.35
My Team  A Bust,Lamar Jackson,12,6,316.41,211.68,-104.73
My Team  A Bust,AJ Dillon,12,38,168.75,80.6,-88.15
My Team  A Bust,Kenneth Walker III,12,18,126.57,129,2.43
My Team  A Bust,Dameon Pierce,12,17,183.65,137.5,-46.15
My Team  A Bust,D'Onta Foreman,12,42,68.17,77.5,9.33
My Team  A Bust,Cooper Kupp,12,5,312.91,201.4,-111.51
My Team  A Bust,Jason Myers,12,4,124.21,95,-29.21
My Team  A Bust,Isaiah Likely,12,28,82.16,50.6,-31.56
My Team  A Bust,Darnell Mooney,12,41,212.18,101.5,-110.68
My Team  A Bust,Jets D/ST,12,4,70.84,91,20.16
My Team  A Bust,Geno Smith,12,7,148.82,182.76,33.94
My Team  A Bust,Cowboys D/ST,12,2,106.49,109,2.51
My Team  A Bust,Brett Maher,12,2,129.42,99,-30.42
My Team  A Bust,Jerry Jeudy,12,48,212.2,93,-119.2
No Nyugen Will Win,Najee Harris,12,20,265.48,124.96,-140.52
No Nyugen Will Win,Ja'Marr Chase,12,14,276.17,141.7,-134.47
No Nyugen Will Win,Ezekiel Elliott,12,32,214.2,95.2,-119
No Nyugen Will Win,Travis Etienne Jr.,12,16,205.01,138.7,-66.31
No Nyugen Will Win,T.J. Hockenson,12,3,168.03,121.4,-46.63
No Nyugen Will Win,Garrett Wilson,12,32,175.31,109.8,-65.51
No Nyugen Will Win,Chris Olave,12,11,174.45,145,-29.45
