,Team,Player,Week,Rank,Expected_Points,Actual_Points,Difference,Position
1562,Gorilla Guys,Kyle Pitts,10,20,197.64,75.6,-122.03999999999999,TE
1563,Gorilla Guys,Diontae Johnson,10,40,218.19,110.8,-107.39,WR
1564,Gorilla Guys,Jalen Hurts,10,3,318.51,270.1,-48.40999999999997,QB
1565,Gorilla Guys,Amon-Ra St. Brown,10,11,208.86,168.7,-40.160000000000025,WR
1566,Gorilla Guys,JuJu Smith-Schuster,10,34,197.1,124.3,-72.8,WR
1567,Gorilla Guys,Tony Pollard,10,10,177.23,171.5,-5.72999999999999,RB
1568,Gorilla Guys,DeAndre Hopkins,10,33,150.41,124.4,-26.00999999999999,WR
1569,Gorilla Guys,Jamaal Williams,10,12,123.09,164.1,41.00999999999999,RB
1570,Gorilla Guys,Darrell Henderson Jr.,10,47,195.14,73.5,-121.63999999999999,RB
1571,Gorilla Guys,Tua Tagovailoa,10,14,271.03,176.06,-94.96999999999997,QB
1572,Gorilla Guys,Odell Beckham Jr.,10,0,0.0,0.0,0.0,WR
1573,Gorilla Guys,Clyde Edwards-Helaire,10,36,190.6,98.3,-92.3,RB
1574,Gorilla Guys,Cairo Santos,10,16,121.85,81.0,-40.849999999999994,K
1575,Gorilla Guys,Buccaneers D/ST,10,9,124.63,77.0,-47.629999999999995,D/ST
1576,My Team  A Bust,Mark Andrews,10,2,235.05,144.8,-90.25,TE
1577,My Team  A Bust,Saquon Barkley,10,6,227.77,200.5,-27.27000000000001,RB
1578,My Team  A Bust,A.J. Brown,10,9,220.85,174.1,-46.75,WR
1579,My Team  A Bust,Lamar Jackson,10,5,316.41,234.74,-81.67000000000002,QB
1580,My Team  A Bust,AJ Dillon,10,35,168.75,98.4,-70.35,RB
1581,My Team  A Bust,Kenneth Walker III,10,17,126.57,145.9,19.330000000000013,RB
1582,My Team  A Bust,Dameon Pierce,10,18,183.65,142.1,-41.55000000000001,RB
1583,My Team  A Bust,D'Onta Foreman,10,37,68.17,88.8,20.629999999999995,RB
1584,My Team  A Bust,Cooper Kupp,10,5,312.91,201.4,-111.51000000000002,WR
1585,My Team  A Bust,Jason Myers,10,4,124.21,105.0,-19.209999999999994,K
1586,My Team  A Bust,Khalil Herbert,10,29,108.93,106.5,-2.430000000000007,RB
1587,My Team  A Bust,Greg Dulcich,10,34,39.19,48.4,9.21,TE
1588,My Team  A Bust,Isaiah Likely,10,31,82.16,50.6,-31.559999999999995,TE
1589,My Team  A Bust,Daniel Jones,10,12,252.4,185.7,-66.70000000000002,QB
1590,My Team  A Bust,Titans D/ST,10,13,85.04,68.0,-17.040000000000006,D/ST
1591,My Team  A Bust,Darnell Mooney,10,47,212.18,101.5,-110.68,WR
1592,My Team  A Bust,Jets D/ST,10,4,70.84,100.0,29.159999999999997,D/ST
1593,No Nyugen Will Win,Najee Harris,10,21,265.48,135.86,-129.62,RB
1594,No Nyugen Will Win,Ja'Marr Chase,10,19,276.17,141.7,-134.47000000000003,WR
1595,No Nyugen Will Win,Ezekiel Elliott,10,27,214.2,111.7,-102.49999999999999,RB
1596,No Nyugen Will Win,Travis Etienne Jr.,10,20,205.01,139.0,-66.00999999999999,RB
1597,No Nyugen Will Win,T.J. Hockenson,10,3,168.03,136.7,-31.330000000000013,TE
1598,No Nyugen Will Win,Garrett Wilson,10,23,175.31,136.2,-39.110000000000014,WR
1599,No Nyugen Will Win,Chris Olave,10,15,174.45,156.2,-18.25,WR
1600,No Nyugen Will Win,James Robinson,10,38,151.13,87.6,-63.53,RB
1601,No Nyugen Will Win,Curtis Samuel,10,24,133.02,135.8,2.780000000000001,WR
1602,No Nyugen Will Win,Younghoe Koo,10,7,125.78,97.0,-28.78,K
1603,No Nyugen Will Win,Brian Robinson Jr.,10,48,102.87,73.4,-29.47,RB
1604,No Nyugen Will Win,George Pickens,10,41,147.03,109.4,-37.629999999999995,WR
1605,No Nyugen Will Win,Geno Smith,10,7,148.82,202.08,53.26000000000002,QB
1606,No Nyugen Will Win,Jerry Jeudy,10,53,212.2,93.0,-119.19999999999999,WR
1607,No Nyugen Will Win,Kyren Williams,10,85,15.23,21.3,6.07,RB
1608,No Nyugen Will Win,Terrace Marshall Jr.,10,86,35.07,56.8,21.729999999999997,WR
1609,No Nyugen Will Win,49ers D/ST,10,4,112.33,100.0,-12.329999999999998,D/ST
1610,Eugene Tweakers,Alvin Kamara,10,15,254.82,153.6,-101.22,RB
1611,Eugene Tweakers,CeeDee Lamb,10,7,252.45,182.0,-70.44999999999999,WR
1612,Eugene Tweakers,Tee Higgins,10,12,237.31,163.6,-73.71000000000001,WR
1613,Eugene Tweakers,Cam Akers,10,67,146.71,35.2,-111.51,RB
1614,Eugene Tweakers,Darren Waller,10,41,187.71,39.5,-148.21,TE
1615,Eugene Tweakers,Marquise Brown,10,37,211.78,120.1,-91.68,WR
1616,Eugene Tweakers,Tom Brady,10,17,306.83,171.44,-135.39,QB
1617,Eugene Tweakers,Adam Thielen,10,28,192.17,129.3,-62.869999999999976,WR
1618,Eugene Tweakers,Drake London,10,42,192.77,108.8,-83.97000000000001,WR
1619,Eugene Tweakers,Kadarius Toney,10,125,186.18,26.5,-159.68,WR
1620,Eugene Tweakers,Cowboys D/ST,10,2,106.49,112.0,5.510000000000005,D/ST
1621,Eugene Tweakers,Austin Ekeler,10,1,284.73,255.1,-29.630000000000024,RB
1622,Eugene Tweakers,Noah Fant,10,23,139.83,73.0,-66.83000000000001,TE
1623,Eugene Tweakers,Rex Burkhead,10,52,125.89,58.7,-67.19,RB
1624,Eugene Tweakers,Harrison Butker,10,26,145.15,61.0,-84.15,K
1625,Eugene Tweakers,Colts D/ST,10,11,108.7,69.0,-39.7,D/ST
1626,Diggy Wit it,Christian McCaffrey,10,4,309.94,210.66,-99.28,RB
1627,Diggy Wit it,Stefon Diggs,10,1,258.25,271.2,12.949999999999989,WR
1628,Diggy Wit it,Aaron Jones,10,8,242.56,191.5,-51.06,RB
1629,Diggy Wit it,Mike Williams,10,43,211.44,107.0,-104.44,WR
1630,Diggy Wit it,DJ Moore,10,25,234.57,134.4,-100.16999999999999,WR
1631,Diggy Wit it,Courtland Sutton,10,30,210.42,127.3,-83.11999999999999,WR
1632,Diggy Wit it,Allen Robinson II,10,58,201.07,84.9,-116.16999999999999,WR
1633,Diggy Wit it,Chase Edmonds,10,58,174.07,52.1,-121.97,RB
1634,Diggy Wit it,Daniel Carlson,10,5,139.12,104.0,-35.120000000000005,K
1635,Diggy Wit it,Jameson Williams,10,0,92.61,0.0,-92.61,WR
1636,Diggy Wit it,Jeff Wilson Jr.,10,23,50.21,124.6,74.38999999999999,RB
1637,Diggy Wit it,Patriots D/ST,10,1,90.39,115.0,24.61,D/ST
1638,Diggy Wit it,Robert Tonyan,10,16,122.08,86.2,-35.879999999999995,TE
1639,Diggy Wit it,Eagles D/ST,10,3,121.78,105.0,-16.78,D/ST
1640,Diggy Wit it,Nyheim Hines,10,53,144.64,57.6,-87.03999999999999,RB
1641,Diggy Wit it,Jimmy Garoppolo,10,20,14.84,162.54,147.7,QB
1642,Diggy Wit it,Evan Engram,10,17,124.37,80.6,-43.77000000000001,TE
1643,P-Town CASH KEVIN,Jonathan Taylor,10,22,316.99,130.8,-186.19,RB
1644,P-Town CASH KEVIN,Tyreek Hill,10,3,246.45,237.3,-9.149999999999977,WR
1645,P-Town CASH KEVIN,Travis Kelce,10,1,227.3,238.7,11.399999999999977,TE
1646,P-Town CASH KEVIN,Patrick Mahomes,10,2,352.02,280.8,-71.21999999999997,QB
1647,P-Town CASH KEVIN,Terry McLaurin,10,16,221.94,151.7,-70.24000000000001,WR
1648,P-Town CASH KEVIN,Kareem Hunt,10,34,182.53,98.6,-83.93,RB
1649,P-Town CASH KEVIN,DeVonta Smith,10,26,192.23,132.9,-59.329999999999984,WR
1650,P-Town CASH KEVIN,Rhamondre Stevenson,10,7,182.24,197.7,15.45999999999998,RB
1651,P-Town CASH KEVIN,Chase Claypool,10,51,180.36,94.34,-86.02000000000001,WR
1652,P-Town CASH KEVIN,Pat Freiermuth,10,6,144.17,105.1,-39.06999999999999,TE
1653,P-Town CASH KEVIN,Packers D/ST,10,20,135.55,54.0,-81.55000000000001,D/ST
1654,P-Town CASH KEVIN,Brandon McManus,10,17,139.43,80.0,-59.43000000000001,K
1655,P-Town CASH KEVIN,Breece Hall,10,26,210.66,115.1,-95.56,RB
1656,P-Town CASH KEVIN,Josh Reynolds,10,64,58.02,73.7,15.68,WR
1657,P-Town CASH KEVIN,Riley Patterson,10,22,126.77,73.0,-53.769999999999996,K
1658,P-Town CASH KEVIN,Kenyan Drake,10,44,13.48,79.4,65.92,RB
1659,P-Town CASH KEVIN,Eno Benjamin,10,40,64.37,86.3,21.929999999999993,RB
1660,I dont know what im doing,Leonard Fournette,11,14,258.74,154.7,-104.04000000000002,RB
1661,I dont know what im doing,Davante Adams,11,4,253.59,230.8,-22.789999999999992,WR
1662,I dont know what im doing,Mike Evans,11,20,223.32,139.2,-84.12,WR
1663,I dont know what im doing,Brandin Cooks,11,46,215.1,102.7,-112.39999999999999,WR
1664,I dont know what im doing,Devin Singletary,11,19,188.72,139.9,-48.81999999999999,RB
1665,I dont know what im doing,Amari Cooper,11,8,198.97,176.2,-22.77000000000001,WR
1666,I dont know what im doing,Cordarrelle Patterson,11,32,167.88,102.1,-65.78,RB
1667,I dont know what im doing,Allen Lazard,11,32,172.56,125.3,-47.260000000000005,WR
1668,I dont know what im doing,Joe Burrow,11,4,294.45,244.2,-50.25,QB
1669,I dont know what im doing,Gerald Everett,11,15,127.63,90.2,-37.42999999999999,TE
1670,I dont know what im doing,Michael Carter,11,30,150.53,103.9,-46.629999999999995,RB
1671,I dont know what im doing,Saints D/ST,11,18,127.9,57.0,-70.9,D/ST
1672,I dont know what im doing,Tyler Bass,11,1,131.58,117.0,-14.580000000000013,K
1673,I dont know what im doing,Melvin Gordon III,11,39,144.72,87.1,-57.620000000000005,RB
1674,I dont know what im doing,Jerick McKinnon,11,49,87.03,71.7,-15.329999999999998,RB
1675,I dont know what im doing,Tyler Conklin,11,11,86.0,94.2,8.200000000000003,TE
1676,Just-in-N-out Drive thru,Justin Jefferson,11,2,287.8,244.86,-42.94,WR
1677,Just-in-N-out Drive thru,Justin Herbert,11,9,328.04,193.96,-134.08,QB
1678,Just-in-N-out Drive thru,Nick Chubb,11,5,216.04,208.1,-7.939999999999998,RB
1679,Just-in-N-out Drive thru,George Kittle,11,7,169.59,103.0,-66.59,TE
1680,Just-in-N-out Drive thru,Josh Jacobs,11,2,210.51,242.4,31.890000000000015,RB
1681,Just-in-N-out Drive thru,DK Metcalf,11,18,212.43,146.1,-66.33000000000001,WR
1682,Just-in-N-out Drive thru,Miles Sanders,11,13,184.65,159.0,-25.650000000000006,RB
1683,Just-in-N-out Drive thru,Nick Folk,11,3,141.25,106.0,-35.25,K
1684,Just-in-N-out Drive thru,Brandon Aiyuk,11,17,184.92,150.9,-34.01999999999998,WR
1685,Just-in-N-out Drive thru,Bills D/ST,11,6,143.85,99.0,-44.849999999999994,D/ST
1686,Just-in-N-out Drive thru,Raheem Mostert,11,28,130.43,107.2,-23.230000000000004,RB
1687,Just-in-N-out Drive thru,David Njoku,11,8,131.43,96.8,-34.63000000000001,TE
1688,Just-in-N-out Drive thru,Marcus Mariota,11,10,141.19,186.18,44.99000000000001,QB
1689,Just-in-N-out Drive thru,Tyler Boyd,11,29,168.31,127.42,-40.89,WR
1690,Just-in-N-out Drive thru,Parris Campbell,11,38,99.2,112.3,13.099999999999994,WR
1691,Just-in-N-out Drive thru,Hayden Hurst,11,8,130.09,96.8,-33.290000000000006,TE
1692,Just-in-N-out Drive thru,Donovan Peoples-Jones,11,44,107.67,105.5,-2.1700000000000017,WR
1693,Cougar Town Zach Wilson,Deebo Samuel,11,22,261.46,137.3,-124.15999999999997,WR
1694,Cougar Town Zach Wilson,Josh Allen,11,1,374.63,294.34,-80.29000000000002,QB
1695,Cougar Town Zach Wilson,James Conner,11,24,240.04,119.7,-120.33999999999999,RB
1696,Cougar Town Zach Wilson,David Montgomery,11,25,219.92,118.8,-101.11999999999999,RB
1697,Cougar Town Zach Wilson,Elijah Mitchell,11,78,197.42,26.1,-171.32,RB
1698,Cougar Town Zach Wilson,Gabe Davis,11,21,207.23,137.5,-69.72999999999999,WR
1699,Cougar Town Zach Wilson,Justin Tucker,11,2,144.4,111.0,-33.400000000000006,K
1700,Cougar Town Zach Wilson,Dallas Goedert,11,5,150.33,113.4,-36.93000000000001,TE
1701,Cougar Town Zach Wilson,Damien Harris,11,45,174.55,76.8,-97.75000000000001,RB
1702,Cougar Town Zach Wilson,Dawson Knox,11,19,146.56,77.7,-68.86,TE
1703,Cougar Town Zach Wilson,Tyler Lockett,11,13,197.01,159.8,-37.20999999999998,WR
1704,Cougar Town Zach Wilson,Broncos D/ST,11,11,86.8,69.0,-17.799999999999997,D/ST
1705,Cougar Town Zach Wilson,Robert Woods,11,66,180.44,71.1,-109.34,WR
1706,Cougar Town Zach Wilson,Jakobi Meyers,11,31,173.92,126.2,-47.719999999999985,WR
1707,Cougar Town Zach Wilson,Antonio Gibson,11,16,181.26,148.2,-33.06,RB
1708,Cougar Town Zach Wilson,Dak Prescott,11,30,306.52,96.82,-209.7,QB
1709,Cougar Town Zach Wilson,Robbie Gould,11,21,130.48,78.0,-52.47999999999999,K
1710,Couv Reigning Champ,Dalvin Cook,11,11,258.49,166.1,-92.39000000000001,RB
1711,Couv Reigning Champ,Michael Pittman Jr.,11,14,236.16,157.9,-78.25999999999999,WR
1712,Couv Reigning Champ,Jaylen Waddle,11,6,218.23,188.0,-30.22999999999999,WR
1713,Couv Reigning Champ,Kyler Murray,11,8,314.0,199.86,-114.13999999999999,QB
1714,Couv Reigning Champ,Chris Godwin,11,27,198.2,131.0,-67.19999999999999,WR
1715,Couv Reigning Champ,Christian Kirk,11,10,200.01,169.2,-30.810000000000002,WR
1716,Couv Reigning Champ,Rachaad White,11,43,95.97,79.6,-16.370000000000005,RB
1717,Couv Reigning Champ,Gus Edwards,11,68,84.01,34.3,-49.71000000000001,RB
1718,Couv Reigning Champ,Joshua Palmer,11,36,150.93,123.6,-27.330000000000013,WR
1719,Couv Reigning Champ,Dalton Schultz,11,18,176.66,80.0,-96.66,TE
1720,Couv Reigning Champ,Isiah Pacheco,11,51,66.3,62.5,-3.799999999999997,RB
1721,Couv Reigning Champ,Ravens D/ST,11,7,119.59,88.0,-31.590000000000003,D/ST
1722,Couv Reigning Champ,Marquise Brown,11,37,211.78,120.1,-91.68,WR
1723,Couv Reigning Champ,Alvin Kamara,11,15,254.82,153.6,-101.22,RB
1724,Couv Reigning Champ,Tom Brady,11,17,306.83,171.44,-135.39,QB
1725,Couv Reigning Champ,Daniel Jones,11,12,252.4,185.7,-66.70000000000002,QB
1726,Couv Reigning Champ,Joey Slye,11,17,126.99,80.0,-46.989999999999995,K
1727,Gorilla Guys,Derrick Henry,11,3,264.47,217.76,-46.710000000000036,RB
1728,Gorilla Guys,Joe Mixon,11,9,258.91,180.9,-78.01000000000002,RB
1729,Gorilla Guys,Keenan Allen,11,103,237.62,42.0,-195.62,WR
1730,Gorilla Guys,Kyle Pitts,11,20,197.64,75.6,-122.03999999999999,TE
1731,Gorilla Guys,Diontae Johnson,11,40,218.19,110.8,-107.39,WR
1732,Gorilla Guys,Jalen Hurts,11,3,318.51,270.1,-48.40999999999997,QB
1733,Gorilla Guys,Amon-Ra St. Brown,11,11,208.86,168.7,-40.160000000000025,WR
1734,Gorilla Guys,JuJu Smith-Schuster,11,34,197.1,124.3,-72.8,WR
1735,Gorilla Guys,Tony Pollard,11,10,177.23,171.5,-5.72999999999999,RB
1736,Gorilla Guys,DeAndre Hopkins,11,33,150.41,124.4,-26.00999999999999,WR
1737,Gorilla Guys,Jamaal Williams,11,12,123.09,164.1,41.00999999999999,RB
1738,Gorilla Guys,Darrell Henderson Jr.,11,47,195.14,73.5,-121.63999999999999,RB
1739,Gorilla Guys,Tua Tagovailoa,11,14,271.03,176.06,-94.96999999999997,QB
1740,Gorilla Guys,Odell Beckham Jr.,11,0,0.0,0.0,0.0,WR
1741,Gorilla Guys,Cairo Santos,11,16,121.85,81.0,-40.849999999999994,K
1742,Gorilla Guys,Buccaneers D/ST,11,9,124.63,77.0,-47.629999999999995,D/ST
1743,Gorilla Guys,Rams D/ST,11,23,82.21,51.0,-31.209999999999994,D/ST
1744,My Team  A Bust,Mark Andrews,11,2,235.05,144.8,-90.25,TE
1745,My Team  A Bust,Saquon Barkley,11,6,227.77,200.5,-27.27000000000001,RB
1746,My Team  A Bust,A.J. Brown,11,9,220.85,174.1,-46.75,WR
1747,My Team  A Bust,Lamar Jackson,11,5,316.41,234.74,-81.67000000000002,QB
1748,My Team  A Bust,AJ Dillon,11,35,168.75,98.4,-70.35,RB
1749,My Team  A Bust,Kenneth Walker III,11,17,126.57,145.9,19.330000000000013,RB
1750,My Team  A Bust,Dameon Pierce,11,18,183.65,142.1,-41.55000000000001,RB
1751,My Team  A Bust,D'Onta Foreman,11,37,68.17,88.8,20.629999999999995,RB
1752,My Team  A Bust,Cooper Kupp,11,5,312.91,201.4,-111.51000000000002,WR
1753,My Team  A Bust,Jason Myers,11,4,124.21,105.0,-19.209999999999994,K
1754,My Team  A Bust,Isaiah Likely,11,31,82.16,50.6,-31.559999999999995,TE
1755,My Team  A Bust,Darnell Mooney,11,47,212.18,101.5,-110.68,WR
1756,My Team  A Bust,Jets D/ST,11,4,70.84,100.0,29.159999999999997,D/ST
1757,My Team  A Bust,Geno Smith,11,7,148.82,202.08,53.26000000000002,QB
1758,My Team  A Bust,Cowboys D/ST,11,2,106.49,112.0,5.510000000000005,D/ST
1759,My Team  A Bust,Brett Maher,11,6,129.42,102.0,-27.419999999999987,K
1760,My Team  A Bust,Jerry Jeudy,11,53,212.2,93.0,-119.19999999999999,WR
1761,No Nyugen Will Win,Najee Harris,11,21,265.48,135.86,-129.62,RB
1762,No Nyugen Will Win,Ja'Marr Chase,11,19,276.17,141.7,-134.47000000000003,WR
1763,No Nyugen Will Win,Ezekiel Elliott,11,27,214.2,111.7,-102.49999999999999,RB
1764,No Nyugen Will Win,Travis Etienne Jr.,11,20,205.01,139.0,-66.00999999999999,RB
1765,No Nyugen Will Win,T.J. Hockenson,11,3,168.03,136.7,-31.330000000000013,TE
1766,No Nyugen Will Win,Garrett Wilson,11,23,175.31,136.2,-39.110000000000014,WR
1767,No Nyugen Will Win,Chris Olave,11,15,174.45,156.2,-18.25,WR
1768,No Nyugen Will Win,James Robinson,11,38,151.13,87.6,-63.53,RB
1769,No Nyugen Will Win,Curtis Samuel,11,24,133.02,135.8,2.780000000000001,WR
1770,No Nyugen Will Win,Younghoe Koo,11,7,125.78,97.0,-28.78,K
1771,No Nyugen Will Win,Brian Robinson Jr.,11,48,102.87,73.4,-29.47,RB
1772,No Nyugen Will Win,George Pickens,11,41,147.03,109.4,-37.629999999999995,WR
1773,No Nyugen Will Win,Kyren Williams,11,85,15.23,21.3,6.07,RB
1774,No Nyugen Will Win,49ers D/ST,11,4,112.33,100.0,-12.329999999999998,D/ST
1775,No Nyugen Will Win,Christian Watson,11,47,108.76,101.5,-7.260000000000005,WR
1776,No Nyugen Will Win,Aaron Rodgers,11,16,309.66,173.58,-136.08,QB
1777,Eugene Tweakers,CeeDee Lamb,11,7,252.45,182.0,-70.44999999999999,WR
1778,Eugene Tweakers,Tee Higgins,11,12,237.31,163.6,-73.71000000000001,WR
1779,Eugene Tweakers,Cam Akers,11,67,146.71,35.2,-111.51,RB
1780,Eugene Tweakers,Darren Waller,11,41,187.71,39.5,-148.21,TE
1781,Eugene Tweakers,Adam Thielen,11,28,192.17,129.3,-62.869999999999976,WR
1782,Eugene Tweakers,Drake London,11,42,192.77,108.8,-83.97000000000001,WR
1783,Eugene Tweakers,Kadarius Toney,11,125,186.18,26.5,-159.68,WR
1784,Eugene Tweakers,Austin Ekeler,11,1,284.73,255.1,-29.630000000000024,RB
1785,Eugene Tweakers,Noah Fant,11,23,139.83,73.0,-66.83000000000001,TE
1786,Eugene Tweakers,Harrison Butker,11,26,145.15,61.0,-84.15,K
1787,Eugene Tweakers,Bengals D/ST,11,21,101.48,52.0,-49.480000000000004,D/ST
1788,Eugene Tweakers,Justin Fields,11,6,253.09,227.08,-26.00999999999999,QB
1789,Eugene Tweakers,Tyler Higbee,11,14,130.34,91.0,-39.34,TE
1790,Eugene Tweakers,D'Andre Swift,11,31,253.66,103.8,-149.86,RB
1791,Eugene Tweakers,Rondale Moore,11,55,130.69,87.9,-42.78999999999999,WR
1792,Diggy Wit it,Christian McCaffrey,11,4,309.94,210.66,-99.28,RB
1793,Diggy Wit it,Stefon Diggs,11,1,258.25,271.2,12.949999999999989,WR
1794,Diggy Wit it,Aaron Jones,11,8,242.56,191.5,-51.06,RB
1795,Diggy Wit it,Mike Williams,11,43,211.44,107.0,-104.44,WR
1796,Diggy Wit it,DJ Moore,11,25,234.57,134.4,-100.16999999999999,WR
1797,Diggy Wit it,Courtland Sutton,11,30,210.42,127.3,-83.11999999999999,WR
1798,Diggy Wit it,Allen Robinson II,11,58,201.07,84.9,-116.16999999999999,WR
1799,Diggy Wit it,Chase Edmonds,11,58,174.07,52.1,-121.97,RB
1800,Diggy Wit it,Daniel Carlson,11,5,139.12,104.0,-35.120000000000005,K
1801,Diggy Wit it,Jameson Williams,11,0,92.61,0.0,-92.61,WR
1802,Diggy Wit it,Jeff Wilson Jr.,11,23,50.21,124.6,74.38999999999999,RB
1803,Diggy Wit it,Patriots D/ST,11,1,90.39,115.0,24.61,D/ST
1804,Diggy Wit it,Robert Tonyan,11,16,122.08,86.2,-35.879999999999995,TE
1805,Diggy Wit it,Eagles D/ST,11,3,121.78,105.0,-16.78,D/ST
1806,Diggy Wit it,Nyheim Hines,11,53,144.64,57.6,-87.03999999999999,RB
1807,Diggy Wit it,Jimmy Garoppolo,11,20,14.84,162.54,147.7,QB
1808,Diggy Wit it,Cole Kmet,11,13,145.78,93.5,-52.28,TE
1809,P-Town CASH KEVIN,Jonathan Taylor,11,22,316.99,130.8,-186.19,RB
1810,P-Town CASH KEVIN,Tyreek Hill,11,3,246.45,237.3,-9.149999999999977,WR
1811,P-Town CASH KEVIN,Travis Kelce,11,1,227.3,238.7,11.399999999999977,TE
1812,P-Town CASH KEVIN,Patrick Mahomes,11,2,352.02,280.8,-71.21999999999997,QB
1813,P-Town CASH KEVIN,Terry McLaurin,11,16,221.94,151.7,-70.24000000000001,WR
1814,P-Town CASH KEVIN,Kareem Hunt,11,34,182.53,98.6,-83.93,RB
1815,P-Town CASH KEVIN,DeVonta Smith,11,26,192.23,132.9,-59.329999999999984,WR
1816,P-Town CASH KEVIN,Rhamondre Stevenson,11,7,182.24,197.7,15.45999999999998,RB
1817,P-Town CASH KEVIN,Chase Claypool,11,51,180.36,94.34,-86.02000000000001,WR
1818,P-Town CASH KEVIN,Pat Freiermuth,11,6,144.17,105.1,-39.06999999999999,TE
1819,P-Town CASH KEVIN,Packers D/ST,11,20,135.55,54.0,-81.55000000000001,D/ST
1820,P-Town CASH KEVIN,Brandon McManus,11,17,139.43,80.0,-59.43000000000001,K
1821,P-Town CASH KEVIN,Breece Hall,11,26,210.66,115.1,-95.56,RB
1822,P-Town CASH KEVIN,Josh Reynolds,11,64,58.02,73.7,15.68,WR
1823,P-Town CASH KEVIN,Riley Patterson,11,22,126.77,73.0,-53.769999999999996,K
1824,P-Town CASH KEVIN,Kenyan Drake,11,44,13.48,79.4,65.92,RB
1825,P-Town CASH KEVIN,Eno Benjamin,11,40,64.37,86.3,21.929999999999993,RB
1826,I dont know what im doing,Leonard Fournette,12,14,258.74,154.7,-104.04000000000002,RB
1827,I dont know what im doing,Davante Adams,12,4,253.59,230.8,-22.789999999999992,WR
1828,I dont know what im doing,Mike Evans,12,20,223.32,139.2,-84.12,WR
1829,I dont know what im doing,Brandin Cooks,12,46,215.1,102.7,-112.39999999999999,WR
1830,I dont know what im doing,Devin Singletary,12,19,188.72,139.9,-48.81999999999999,RB
1831,I dont know what im doing,Amari Cooper,12,8,198.97,176.2,-22.77000000000001,WR
1832,I dont know what im doing,Cordarrelle Patterson,12,32,167.88,102.1,-65.78,RB
1833,I dont know what im doing,Allen Lazard,12,32,172.56,125.3,-47.260000000000005,WR
1834,I dont know what im doing,Joe Burrow,12,4,294.45,244.2,-50.25,QB
1835,I dont know what im doing,Gerald Everett,12,15,127.63,90.2,-37.42999999999999,TE
1836,I dont know what im doing,Michael Carter,12,30,150.53,103.9,-46.629999999999995,RB
1837,I dont know what im doing,Tyler Bass,12,1,131.58,117.0,-14.580000000000013,K
1838,I dont know what im doing,Samaje Perine,12,33,91.56,99.4,7.840000000000003,RB
1839,I dont know what im doing,Foster Moreau,12,25,52.51,62.6,10.090000000000003,TE
1840,I dont know what im doing,Darius Slayton,12,57,15.93,86.6,70.66999999999999,WR
1841,I dont know what im doing,Chiefs D/ST,12,15,59.1,67.0,7.899999999999999,D/ST
1842,Just-in-N-out Drive thru,Justin Herbert,12,9,328.04,193.96,-134.08,QB
1843,Just-in-N-out Drive thru,Nick Chubb,12,5,216.04,208.1,-7.939999999999998,RB
1844,Just-in-N-out Drive thru,Josh Jacobs,12,2,210.51,242.4,31.890000000000015,RB
1845,Just-in-N-out Drive thru,DK Metcalf,12,18,212.43,146.1,-66.33000000000001,WR
1846,Just-in-N-out Drive thru,Miles Sanders,12,13,184.65,159.0,-25.650000000000006,RB
1847,Just-in-N-out Drive thru,Nick Folk,12,3,141.25,106.0,-35.25,K
1848,Just-in-N-out Drive thru,Brandon Aiyuk,12,17,184.92,150.9,-34.01999999999998,WR
1849,Just-in-N-out Drive thru,Raheem Mostert,12,28,130.43,107.2,-23.230000000000004,RB
1850,Just-in-N-out Drive thru,David Njoku,12,8,131.43,96.8,-34.63000000000001,TE
1851,Just-in-N-out Drive thru,Marcus Mariota,12,10,141.19,186.18,44.99000000000001,QB
1852,Just-in-N-out Drive thru,Parris Campbell,12,38,99.2,112.3,13.099999999999994,WR
1853,Just-in-N-out Drive thru,Donovan Peoples-Jones,12,44,107.67,105.5,-2.1700000000000017,WR
1854,Just-in-N-out Drive thru,Dolphins D/ST,12,16,105.38,66.0,-39.379999999999995,D/ST
1855,Just-in-N-out Drive thru,Hayden Hurst,12,8,130.09,96.8,-33.290000000000006,TE
1856,Just-in-N-out Drive thru,DeAndre Hopkins,12,33,150.41,124.4,-26.00999999999999,WR
1857,Just-in-N-out Drive thru,Joe Mixon,12,9,258.91,180.9,-78.01000000000002,RB
1858,Just-in-N-out Drive thru,Mack Hollins,12,39,80.71,111.26,30.55000000000001,WR
1859,Cougar Town Zach Wilson,Deebo Samuel,12,22,261.46,137.3,-124.15999999999997,WR
1860,Cougar Town Zach Wilson,Josh Allen,12,1,374.63,294.34,-80.29000000000002,QB
1861,Cougar Town Zach Wilson,James Conner,12,24,240.04,119.7,-120.33999999999999,RB
1862,Cougar Town Zach Wilson,David Montgomery,12,25,219.92,118.8,-101.11999999999999,RB
1863,Cougar Town Zach Wilson,Elijah Mitchell,12,78,197.42,26.1,-171.32,RB
1864,Cougar Town Zach Wilson,Gabe Davis,12,21,207.23,137.5,-69.72999999999999,WR
1865,Cougar Town Zach Wilson,Justin Tucker,12,2,144.4,111.0,-33.400000000000006,K
1866,Cougar Town Zach Wilson,Dallas Goedert,12,5,150.33,113.4,-36.93000000000001,TE
1867,Cougar Town Zach Wilson,Damien Harris,12,45,174.55,76.8,-97.75000000000001,RB
1868,Cougar Town Zach Wilson,Dawson Knox,12,19,146.56,77.7,-68.86,TE
1869,Cougar Town Zach Wilson,Tyler Lockett,12,13,197.01,159.8,-37.20999999999998,WR
